id,invoice_item_id,invoice_id,line_number,item_code,description,quantity,unit,unit_price,discount,tax_rate,tax_amount,line_total,po_number,received_quantity,matching_status,notes
2215,INVREC01029-02,INVREC01029,2,MIC-002,Fleet Services,8,Month,24659.84,0,0,0,197278.71,PO-2023-0247,8,Matched,Goods receipt confirmed.
2216,INVREC01030-01,INVREC01030,1,SEC-001,Security Guard Services,57,Hour,3346.83,0,5,9538.47,190769.37,PO-2025-0070,57,Matched,Matched to purchase order.
2217,INVREC01030-02,INVREC01030,2,SEC-002,Access Control Systems,6,Unit,23467.66,0,5,7040.3,140805.96,PO-2025-0070,6,Matched,Validated automatically.
2218,INVREC01031-01,INVREC01031,1,LNV-001,ThinkPad Laptop,13,Unit,16264.1,0,5,10571.67,211433.32,PO-2026-1197,13,Matched,Validated automatically.
2219,INVREC01031-02,INVREC01031,2,LNV-002,Desktop,1,Unit,250435.58,0,5,12521.78,250435.58,PO-2026-1197,1,Matched,Goods receipt confirmed.
2220,INVREC01032-01,INVREC01032,1,MIC-002,Fleet Services,11,Month,12462.4,0,20,27417.28,137086.39,PO-2025-0655,9,Awaiting Approval,Pending goods receipt confirmation.
2221,INVREC01032-02,INVREC01032,2,MIC-001,Truck Tires,9,Unit,27333.82,0,20,49200.87,246004.34,PO-2025-0655,7,Awaiting Approval,Pending goods receipt confirmation.
2222,INVREC01033-01,INVREC01033,1,MIC-001,Truck Tires,10,Unit,18789.97,5636.99,10,18226.27,187899.71,PO-2023-0232,10,Matched,Goods receipt confirmed.
2223,INVREC01033-02,INVREC01033,2,MIC-002,Fleet Services,12,Month,20152.82,0,10,24747.09,241833.88,PO-2023-0232,12,Matched,Matched to purchase order.
2224,INVREC01034-01,INVREC01034,1,ECO-001,Cleaning Chemicals,19,Case,9620.51,0,10,18278.97,182789.67,PO-2026-0469,19,Matched,Matched to purchase order.
2225,INVREC01034-02,INVREC01034,2,ECO-002,Sanitation Services,1,Month,123276.76,0,10,12327.68,123276.76,PO-2026-0469,1,Matched,Goods receipt confirmed.
2226,INVREC01035-01,INVREC01035,1,SAP-002,Implementation Services,37,Hour,2846.53,0,0,0,105321.63,PO-2026-0703,37,Matched,Goods receipt confirmed.
2227,INVREC01035-02,INVREC01035,2,SAP-001,ERP License,7,User,13971.24,0,0,0,97798.65,PO-2026-0703,7,Matched,Goods receipt confirmed.
2228,INVREC01036-01,INVREC01036,1,SOD-002,Catering,7,Event,33165.76,0,5,11608.02,232160.34,PO-2025-0911,5,Price Mismatch,Price differs from PO by 11%.
2229,INVREC01036-02,INVREC01036,2,SOD-001,Facility Management,11,Month,19270.23,0,5,10598.62,211972.48,PO-2025-0911,9,Quantity Mismatch,Quantity exceeds PO by 20%.
2230,INVREC01037-01,INVREC01037,1,FED-001,Express Shipping,8,Shipment,34231.27,0,18,49293.03,273850.15,PO-2024-0765,8,Matched,Ready for payment.
2231,INVREC01037-02,INVREC01037,2,FED-002,International Freight,1,Shipment,213473.74,0,18,38425.27,213473.74,PO-2024-0765,1,Matched,Ready for payment.
2232,INVREC01038-01,INVREC01038,1,FAS-001,Industrial Fasteners,36,Box,788.02,0,20,5673.72,28368.61,PO-2024-0265,23,Quantity Mismatch,Quantity exceeds PO by 34%.
2233,INVREC01038-02,INVREC01038,2,FAS-002,Safety Supplies,21,Unit,828.7,0,20,3480.52,17402.6,PO-2024-0265,17,Quantity Mismatch,Quantity exceeds PO by 19%.
2234,INVREC01039-01,INVREC01039,1,KMB-002,Sanitary Products,6,Case,41249.1,0,5,12374.73,247494.59,PO-2024-0665,6,Matched,Validated automatically.
2235,INVREC01039-02,INVREC01039,2,KMB-001,Paper Towels,38,Case,4219.7,0,5,8017.43,160348.61,PO-2024-0665,38,Matched,Validated automatically.
2236,INVREC01040-01,INVREC01040,1,BAI-002,Due Diligence,1,Project,131835.93,0,10,13183.59,131835.93,PO-2026-1121,1,Matched,Matched to purchase order.
2237,INVREC01040-02,INVREC01040,2,BAI-001,Strategy Services,18,Hour,13389.59,24101.26,10,24101.26,241012.56,PO-2026-1121,18,Matched,Successfully matched against PO.
2238,INVREC01041-01,INVREC01041,1,MSC-001,Metalworking Tools,19,Unit,4921.13,0,0,0,93501.38,PO-2025-0969,19,Matched,Validated automatically.
2239,INVREC01041-02,INVREC01041,2,MSC-002,Abrasives,17,Box,7912.4,0,0,0,134510.75,PO-2025-0969,17,Matched,Matched to purchase order.
2240,INVREC01042-01,INVREC01042,1,IBM-002,Consulting Services,26,Hour,8574.35,0,20,44586.64,222933.22,PO-2026-0777,26,Matched,Goods receipt confirmed.
2241,INVREC01042-02,INVREC01042,2,IBM-001,Mainframe Hardware,2,Unit,107791.89,12935.03,20,43116.76,215583.77,PO-2026-0777,2,Matched,Goods receipt confirmed.
2242,INVREC01043-01,INVREC01043,1,SNA-002,Diagnostic Equipment,2,Unit,100389.59,0,20,40155.84,200779.18,PO-2025-0510,2,Matched,Successfully matched against PO.
2243,INVREC01043-02,INVREC01043,2,SNA-001,Hand Tools,17,Unit,10472.01,0,20,35604.84,178024.21,PO-2025-0510,17,Matched,Three-way match completed.
2244,INVREC01044-01,INVREC01044,1,HIL-002,Anchoring Systems,18,Box,11502.53,0,18,37268.18,207045.45,PO-2023-0274,18,Matched,Validated automatically.
2245,INVREC01044-02,INVREC01044,2,HIL-001,Power Tools,9,Unit,23005.05,0,18,37268.18,207045.46,PO-2023-0274,9,Matched,Goods receipt confirmed.
2246,INVREC01045-01,INVREC01045,1,BOS-002,Linear Motion,3,Unit,74000.08,0,0,0,222000.25,PO-2026-0592,3,Matched,Three-way match completed.
2247,INVREC01045-02,INVREC01045,2,BOS-001,Hydraulic Systems,3,Unit,87703.8,18417.8,0,0,263111.4,PO-2026-0592,3,Matched,Successfully matched against PO.
2248,INVREC01046-01,INVREC01046,1,ARA-001,Food Services,6,Month,11926.05,0,20,14311.26,71556.32,PO-2024-0488,6,Matched,Validated automatically.
2249,INVREC01046-02,INVREC01046,2,ARA-002,Vending Services,9,Month,3814.19,0,20,6865.54,34327.69,PO-2024-0488,9,Matched,Three-way match completed.
2250,INVREC01047-01,INVREC01047,1,SCH-001,Energy Management,1,System,135574.56,9490.22,10,12608.43,135574.56,PO-2024-0043,1,Matched,Goods receipt confirmed.
2251,INVREC01047-02,INVREC01047,2,SCH-002,Electrical Components,42,Unit,4024.99,0,10,17854,169049.76,PO-2024-0043,42,Matched,Validated automatically.
2252,INVREC01048-01,INVREC01048,1,IR-002,Air Tools,4,Unit,55577.4,0,10,22230.96,222309.59,PO-2023-0916,4,Matched,Validated automatically.
2253,INVREC01048-02,INVREC01048,2,IR-001,Compressed Air Systems,3,Unit,67310.4,0,10,20193.12,201931.21,PO-2023-0916,3,Matched,Successfully matched against PO.
2254,INVREC01049-01,INVREC01049,1,IBM-001,Mainframe Hardware,1,Unit,29832.33,2088.26,18,4993.93,29832.33,PO-2023-0195,1,Matched,Successfully matched against PO.
2255,INVREC01049-02,INVREC01049,2,IBM-002,Consulting Services,16,Hour,3962.11,0,18,11786.75,63393.69,PO-2023-0195,16,Matched,Three-way match completed.
2256,INVREC01050-01,INVREC01050,1,SIE-001,Industrial Automation,3,Unit,31544.07,0,18,17033.8,94632.22,PO-2023-1172,2,Awaiting Approval,Pending goods receipt confirmation.
2257,INVREC01050-02,INVREC01050,2,SIE-002,Electrical Equipment,3,Unit,44631.51,0,18,24101.02,133894.53,PO-2023-1172,3,Awaiting Approval,Pending goods receipt confirmation.
2258,INVREC01051-01,INVREC01051,1,BRI-002,Tire Services,11,Month,22387.97,0,5,12313.38,246267.64,PO-2025-1132,11,Matched,Goods receipt confirmed.
2259,INVREC01051-02,INVREC01051,2,BRI-001,Tires,18,Unit,11080.91,0,5,9972.82,199456.44,PO-2025-1132,18,Matched,Three-way match completed.
2260,INVREC01052-01,INVREC01052,1,DELL-KB,Keyboard,10,Unit,3794.96,0,20,7589.93,37949.64,PO-2024-0281,8,Awaiting Approval,Pending goods receipt confirmation.
2261,INVREC01052-02,INVREC01052,2,DELL-DOCK,Docking Station,5,Unit,15882.62,0,20,15882.62,79413.12,PO-2024-0281,4,Awaiting Approval,Pending goods receipt confirmation.
2262,INVREC01052-03,INVREC01052,3,DELL-LAT,Latitude Laptop,6,Unit,10073.05,0,20,12087.66,60438.31,PO-2024-0281,5,Awaiting Approval,Pending goods receipt confirmation.
2263,INVREC01053-01,INVREC01053,1,ABB-001,Power Automation,3,Unit,27553.54,0,18,14878.91,82660.61,PO-2026-0812,3,Matched,Successfully matched against PO.
2264,INVREC01053-02,INVREC01053,2,ABB-002,Drives & Motors,5,Unit,17854.69,0,18,16069.22,89273.46,PO-2026-0812,5,Matched,Validated automatically.
2265,INVREC01054-01,INVREC01054,1,WMI-002,Recycling Services,12,Month,16392.35,0,18,35407.48,196708.2,PO-2023-0842,12,Matched,Validated automatically.
2266,INVREC01054-02,INVREC01054,2,WMI-001,Waste Collection,9,Month,32784.7,0,18,53111.22,295062.31,PO-2023-0842,9,Matched,Successfully matched against PO.
2267,INVREC01055-01,INVREC01055,1,SKF-002,Seals,10,Box,15009.35,0,5,7504.67,150093.46,PO-2023-0884,10,Matched,Goods receipt confirmed.
2268,INVREC01055-02,INVREC01055,2,SKF-001,Industrial Bearings,18,Unit,6891.34,0,5,6202.21,124044.19,PO-2023-0884,18,Matched,Three-way match completed.
2269,INVREC01056-01,INVREC01056,1,HPE-002,Storage Array,5,Unit,34181.17,0,0,0,170905.83,PO-2025-0464,5,Matched,Matched to purchase order.
2270,INVREC01056-02,INVREC01056,2,HPE-001,Server,10,Unit,15510.78,0,0,0,155107.82,PO-2025-0464,10,Matched,Three-way match completed.
2271,INVREC01057-01,INVREC01057,1,ELT-001,Janitorial Services,18,Visit,4023.86,0,10,7242.95,72429.47,PO-2024-1360,18,Matched,Successfully matched against PO.
2272,INVREC01057-02,INVREC01057,2,ELT-002,Facility Maintenance,31,Hour,1879.31,0,10,5825.85,58258.49,PO-2024-1360,31,Matched,Validated automatically.
2273,INVREC01058-01,INVREC01058,1,ARA-001,Food Services,11,Month,7981.12,0,18,15802.61,87792.27,PO-2026-0681,11,Matched,Goods receipt confirmed.
2274,INVREC01058-02,INVREC01058,2,ARA-002,Vending Services,3,Month,33272.87,0,18,17967.35,99818.61,PO-2026-0681,3,Matched,Validated automatically.
2275,INVREC01059-01,INVREC01059,1,SEC-001,Security Guard Services,101,Hour,1922.85,0,18,34957.37,194207.61,PO-2025-0696,101,Matched,Matched to purchase order.
2276,INVREC01059-02,INVREC01059,2,SEC-002,Access Control Systems,9,Unit,24775.46,0,18,40136.24,222979.1,PO-2025-0696,9,Matched,Ready for payment.
2277,INVREC01060-01,INVREC01060,1,OFW-CABIN,Filing Cabinet,4,Unit,4153.44,0,18,2990.48,16613.75,PO-2023-0496,4,Matched,Matched to purchase order.
2278,INVREC01060-02,INVREC01060,2,OFW-DESK,Standing Desk,6,Unit,4454.41,0,18,4810.76,26726.47,PO-2023-0496,6,Matched,Successfully matched against PO.
2279,INVREC01061-01,INVREC01061,1,MOD-001,Office Desk,4,Unit,53746.32,0,10,21498.53,214985.28,PO-2025-1367,4,Matched,Successfully matched against PO.
2280,INVREC01061-02,INVREC01061,2,MOD-002,Office Chair,6,Unit,42913.73,0,10,25748.24,257482.36,PO-2025-1367,6,Matched,Three-way match completed.
2281,INVREC01062-01,INVREC01062,1,MOD-002,Office Chair,8,Unit,26408.09,6337.94,20,40985.36,211264.72,PO-2026-1189,8,Matched,Three-way match completed.
2282,INVREC01062-02,INVREC01062,2,MOD-001,Office Desk,4,Unit,51708.15,0,20,42634.1,206832.59,PO-2026-1189,4,Matched,Three-way match completed.
2283,INVREC01063-01,INVREC01063,1,ELT-002,Facility Maintenance,23,Hour,7832.47,0,20,36029.37,180146.87,PO-2023-0920,19,Awaiting Approval,Pending goods receipt confirmation.
2284,INVREC01063-02,INVREC01063,2,ELT-001,Janitorial Services,16,Visit,17741.74,0,20,56773.56,283867.8,PO-2023-0920,12,Awaiting Approval,Pending goods receipt confirmation.
2285,INVREC01064-01,INVREC01064,1,BBY-002,Audio System,2,Unit,94394.85,0,5,9439.49,188789.7,PO-2024-0749,2,Matched,Goods receipt confirmed.
2286,INVREC01064-02,INVREC01064,2,BBY-001,Television,1,Unit,79125.1,0,5,3956.26,79125.1,PO-2024-0749,1,Matched,Successfully matched against PO.
2287,INVREC01065-01,INVREC01065,1,CMX-001,Broadband Internet,3,Month,42758.39,0,0,0,128275.17,PO-2023-1207,3,Matched,Ready for payment.
2288,INVREC01065-02,INVREC01065,2,CMX-002,Voice Services,47,Line,3957.43,0,0,0,185999,PO-2023-1207,47,Matched,Three-way match completed.
2289,INVREC01066-01,INVREC01066,1,BBY-001,Television,2,Unit,40045.1,0,5,4004.51,80090.2,PO-2026-1064,2,Matched,Matched to purchase order.
2290,INVREC01066-02,INVREC01066,2,BBY-002,Audio System,6,Unit,24789.83,0,5,7436.95,148738.95,PO-2026-1064,6,Matched,Three-way match completed.
2291,INVREC01067-01,INVREC01067,1,JCI-001,HVAC System,1,Unit,72172.7,0,5,3608.64,72172.7,PO-2025-0438,1,Matched,Successfully matched against PO.
2292,INVREC01067-02,INVREC01067,2,JCI-002,Building Automation,1,System,64530.89,3226.54,5,3226.54,64530.89,PO-2025-0438,1,Matched,Ready for payment.
2293,INVREC01068-01,INVREC01068,1,CIS-002,Switch,7,Unit,21413.83,0,18,26981.43,149896.82,PO-2026-1280,7,Matched,Ready for payment.
2294,INVREC01068-02,INVREC01068,2,CIS-001,Network Router,8,Unit,17194.05,0,18,24759.43,137552.38,PO-2026-1280,8,Matched,Successfully matched against PO.
2295,INVREC01068-03,INVREC01068,3,CIS-003,Firewall,3,Unit,70539.68,0,18,38091.43,211619.05,PO-2026-1280,3,Matched,Successfully matched against PO.
2296,INVREC01069-01,INVREC01069,1,DEL-002,Tax Consulting,19,Hour,4018.42,7634.99,18,12368.69,76349.92,PO-2024-1170,19,Matched,Goods receipt confirmed.
2297,INVREC01069-02,INVREC01069,2,DEL-001,Audit Services,1,Project,89513.69,0,18,17486.76,89513.69,PO-2024-1170,1,Matched,Validated automatically.
2298,INVREC01070-01,INVREC01070,1,UNI-001,Work Uniforms,82,Month,2824.96,0,18,41696.35,231646.37,PO-2025-0959,82,Matched,Validated automatically.
2299,INVREC01070-02,INVREC01070,2,UNI-002,Protective Gear,29,Unit,6138.78,0,18,32044.42,178024.53,PO-2025-0959,29,Matched,Ready for payment.
2300,INVREC01071-01,INVREC01071,1,CUM-001,Engine Parts,2,Unit,32498.66,0,0,0,64997.32,PO-2024-1348,2,Matched,Validated automatically.
2301,INVREC01071-02,INVREC01071,2,CUM-002,Generators,3,Unit,33509.73,5026.46,0,0,100529.2,PO-2024-1348,3,Matched,Goods receipt confirmed.
2302,INVREC01072-01,INVREC01072,1,CAT-002,Spare Parts,9,Box,14943.1,0,5,6724.39,134487.86,PO-2024-0056,9,Matched,Matched to purchase order.
2303,INVREC01072-02,INVREC01072,2,CAT-001,Construction Equipment,2,Unit,67878.31,0,5,6787.83,135756.62,PO-2024-0056,2,Matched,Successfully matched against PO.
2304,INVREC01073-01,INVREC01073,1,JLL-001,Property Management,1,Month,12466.63,0,20,2493.33,12466.63,PO-2026-1124,1,Matched,Validated automatically.
2305,INVREC01073-02,INVREC01073,2,JLL-002,Leasing Services,1,Project,20427.24,0,20,4085.45,20427.24,PO-2026-1124,1,Matched,Successfully matched against PO.
2306,INVREC01074-01,INVREC01074,1,PWC-002,Advisory Services,29,Hour,4028.94,0,10,11683.94,116839.38,PO-2024-0511,29,Matched,Validated automatically.
2307,INVREC01074-02,INVREC01074,2,PWC-001,Assurance Services,1,Project,152004.62,0,10,15200.46,152004.62,PO-2024-0511,1,Matched,Successfully matched against PO.
2308,INVREC01075-01,INVREC01075,1,EMR-001,Process Control,3,Unit,14702.04,0,0,0,44106.11,PO-2024-0509,3,Matched,Successfully matched against PO.
2309,INVREC01075-02,INVREC01075,2,EMR-002,Valves & Actuators,4,Unit,9262.28,0,0,0,37049.13,PO-2024-0509,4,Matched,Validated automatically.
2310,INVREC01076-01,INVREC01076,1,SCH-002,Electrical Components,28,Unit,4377.56,0,18,22062.91,122571.72,PO-2024-0776,28,Matched,Successfully matched against PO.
2311,INVREC01076-02,INVREC01076,2,SCH-001,Energy Management,1,System,152386.47,0,18,27429.56,152386.47,PO-2024-0776,1,Matched,Goods receipt confirmed.
2312,INVREC01077-01,INVREC01077,1,DEL-002,Tax Consulting,29,Hour,10646.3,0,10,30874.27,308742.73,PO-2023-1034,29,Matched,Successfully matched against PO.
2313,INVREC01077-02,INVREC01077,2,DEL-001,Audit Services,1,Project,187930.36,0,10,18793.04,187930.36,PO-2023-1034,1,Matched,Three-way match completed.
2314,INVREC01078-01,INVREC01078,1,SUM-001,Software License,31,User,3225.14,0,18,17996.3,99979.42,PO-2023-0737,31,Matched,Matched to purchase order.
2315,INVREC01078-02,INVREC01078,2,SUM-002,Implementation Service,49,Hour,1331.63,0,18,11744.95,65249.72,PO-2023-0737,49,Matched,Matched to purchase order.
2316,INVREC01079-01,INVREC01079,1,HPE-001,Server,3,Unit,47058.52,0,0,0,141175.55,PO-2025-0464,3,Matched,Goods receipt confirmed.
2317,INVREC01079-02,INVREC01079,2,HPE-002,Storage Array,1,Unit,184838.1,0,0,0,184838.1,PO-2025-0464,1,Matched,Three-way match completed.
2318,INVREC01080-01,INVREC01080,1,ECO-001,Cleaning Chemicals,14,Case,13827.18,13550.63,10,18002.99,193580.48,PO-2026-0469,14,Matched,Successfully matched against PO.
2319,INVREC01080-02,INVREC01080,2,ECO-002,Sanitation Services,1,Month,112485.95,0,10,12603.65,112485.95,PO-2026-0469,1,Matched,Successfully matched against PO.
2320,INVREC01081-01,INVREC01081,1,EXP-001,Customs Clearance,1,Shipment,63735.81,0,0,0,63735.81,PO-2023-0164,1,Matched,Successfully matched against PO.
2321,INVREC01081-02,INVREC01081,2,EXP-002,International Logistics,1,Shipment,158201.4,0,0,0,158201.4,PO-2023-0164,1,Matched,Matched to purchase order.
2322,INVREC01082-01,INVREC01082,1,NH-001,Strategic Consulting,10,Hour,13277.01,0,10,13277.01,132770.05,PO-2024-1089,10,Matched,Ready for payment.
2323,INVREC01082-02,INVREC01082,2,NH-002,Market Analysis,1,Project,113960.96,0,10,11396.1,113960.96,PO-2024-1089,1,Matched,Three-way match completed.
2324,INVREC01083-01,INVREC01083,1,BBY-001,Television,1,Unit,113041.52,0,20,22608.3,113041.52,PO-2026-0956,1,Matched,Goods receipt confirmed.
2325,INVREC01083-02,INVREC01083,2,BBY-002,Audio System,6,Unit,40410.98,21821.93,20,48493.18,242465.88,PO-2026-0956,6,Matched,Goods receipt confirmed.
2326,INVREC01084-01,INVREC01084,1,GAT-002,Hydraulic Hose,96,Foot,176.91,0,20,3396.76,16983.8,PO-2023-0143,96,Matched,Successfully matched against PO.
2327,INVREC01084-02,INVREC01084,2,GAT-001,Power Transmission Belts,39,Unit,613.63,0,20,4786.34,23931.71,PO-2023-0143,39,Matched,Validated automatically.
2328,INVREC01085-01,INVREC01085,1,HPE-001,Server,8,Unit,17872.71,0,18,25736.7,142981.68,PO-2024-0845,8,Matched,Three-way match completed.
2329,INVREC01085-02,INVREC01085,2,HPE-002,Storage Array,2,Unit,95321.12,0,18,34315.6,190642.24,PO-2024-0845,2,Matched,Ready for payment.
2330,INVREC01086-01,INVREC01086,1,ALP-002,Spare Parts,5,Box,35082.05,0,10,17541.03,175410.27,PO-2024-1268,5,Matched,Successfully matched against PO.
2331,INVREC01086-02,INVREC01086,2,ALP-001,Heavy Machinery,2,Unit,84456.8,0,10,16891.36,168913.6,PO-2024-1268,2,Matched,Ready for payment.
2332,INVREC01087-01,INVREC01087,1,ABCD-100,Steel Coils,13,Ton,5236.56,0,5,3403.76,68075.23,PO-2023-0805,13,Matched,Goods receipt confirmed.
2333,INVREC01087-02,INVREC01087,2,ABCD-200,Industrial Fasteners,195,Box,342.87,0,5,3342.98,66859.6,PO-2023-0805,195,Matched,Validated automatically.
2334,INVREC01087-03,INVREC01087,3,ABCD-300,Packaging Film,25,Roll,1969.32,0,5,2461.65,49232.98,PO-2023-0805,25,Matched,Three-way match completed.
2335,INVREC01088-01,INVREC01088,1,TMO-002,IoT Services,366,Device,28.16,0,0,0,10306.99,PO-2023-0646,366,Matched,Matched to purchase order.
2336,INVREC01088-02,INVREC01088,2,TMO-001,Mobile Plans,88,Line,104.33,0,0,0,9181.01,PO-2023-0646,88,Matched,Validated automatically.
2337,INVREC01089-01,INVREC01089,1,CIN-001,Uniforms Rental,79,Month,1287.7,0,5,5086.43,101728.67,PO-2024-1345,79,Matched,Validated automatically.
2338,INVREC01089-02,INVREC01089,2,CIN-002,Floor Mats,37,Month,1576.59,0,5,2916.7,58333.93,PO-2024-1345,37,Matched,Successfully matched against PO.
2339,INVREC01090-01,INVREC01090,1,AMZ-ADAPT,Ethernet Adapter,28,Each,5012.58,0,20,28070.43,140352.13,PO-2026-1162,28,Matched,Matched to purchase order.
2340,INVREC01090-02,INVREC01090,2,AMZ-HDMI,HDMI Cable,31,Each,3178.87,0,20,19709.02,98545.11,PO-2026-1162,31,Matched,Validated automatically.
2341,INVREC01090-03,INVREC01090,3,AMZ-STAND,Laptop Stand,13,Each,6967.84,0,20,18116.37,90581.87,PO-2026-1162,13,Matched,Ready for payment.
2342,INVREC01091-01,INVREC01091,1,ACC-002,Systems Integration,1,Project,81346.4,0,20,16269.28,81346.4,PO-2023-0660,1,Price Mismatch,Price differs from PO by 6%.
2343,INVREC01091-02,INVREC01091,2,ACC-001,Technology Consulting,48,Hour,1542.95,0,20,14812.33,74061.64,PO-2023-0660,42,Price Mismatch,Price differs from PO by 17%.
2344,INVREC01092-01,INVREC01092,1,SAMI-01,Consulting Services,2,Hour,94406.28,0,5,9440.63,188812.55,PO-2026-0999,2,Matched,Ready for payment.
2345,INVREC01092-02,INVREC01092,2,SAMI-02,Design Work,7,Hour,15644.47,0,5,5475.56,109511.28,PO-2026-0999,7,Matched,Successfully matched against PO.
2346,INVREC01093-01,INVREC01093,1,LNV-002,Desktop,5,Unit,938.95,0,5,234.74,4694.74,PO-2024-0935,5,Matched,Successfully matched against PO.
2347,INVREC01093-02,INVREC01093,2,LNV-001,ThinkPad Laptop,16,Unit,407.74,0,5,326.19,6523.87,PO-2024-0935,16,Matched,Goods receipt confirmed.
2348,INVREC01094-01,INVREC01094,1,SEC-002,Access Control Systems,4,Unit,27532.95,0,0,0,110131.8,PO-2026-1474,4,Matched,Ready for payment.
2349,INVREC01094-02,INVREC01094,2,SEC-001,Security Guard Services,95,Hour,1639.39,0,0,0,155741.94,PO-2026-1474,95,Matched,Three-way match completed.
2350,INVREC01095-01,INVREC01095,1,VGT-002,Network Switch,10,Unit,4142.82,0,0,0,41428.23,PO-2026-1343,10,Matched,Successfully matched against PO.
2351,INVREC01095-02,INVREC01095,2,VGT-001,Server Equipment,3,Unit,20714.11,0,0,0,62142.34,PO-2026-1343,3,Matched,Goods receipt confirmed.
